1	104000000	114900000	1	104159999	104168402	AMY2A	8403
1	104000000	114900000	1	107599267	107601916	PRMT6	2649
1	104000000	114900000	1	109234945	109244425	PRPF38B	9480
1	104000000	114900000	1	109632425	109639556	TMEM167B	7131
1	104000000	114900000	1	109648573	109656479	C1orf194	7906
1	104000000	114900000	1	109822178	109825808	PSRC1	3630
1	104000000	114900000	1	110036674	110045554	CYB561D1	8880
1	104000000	114900000	1	110655062	110656569	UBL4B	1507
1	104000000	114900000	1	110943871	110950564	LAMTOR5	6693
1	104000000	114900000	1	110993822	110999976	PROK1	6154
1	104000000	114900000	1	111059839	111061797	KCNA10	1958
1	104000000	114900000	1	111888910	111895635	PIFO	6725
1	104000000	114900000	1	112297867	112310638	DDX20	12771
1	104000000	114900000	1	113252616	113258099	PPM1J	5483
1	104000000	114900000	1	113263041	113269857	FAM19A3	6816
1	104000000	114900000	1	114447763	114456708	DCLRE1B	8945
1	104000000	114900000	1	104096437	104122156	AMY2B	25719
1	104000000	114900000	1	104230037	104239302	AMY1B	9265
1	104000000	114900000	1	104293028	104301312	AMY1C	8284
1	104000000	114900000	1	108676658	108743471	SLC25A24	66813
1	104000000	114900000	1	108765963	108786689	NBPF4	20726
1	104000000	114900000	1	109190912	109204148	HENMT1	13236
1	104000000	114900000	1	109255279	109285365	FNDC7	30086
1	104000000	114900000	1	109472130	109506111	CLCC1	33981
1	104000000	114900000	1	109605108	109618624	TAF13	13516
1	104000000	114900000	1	109756540	109780791	SARS	24251
1	104000000	114900000	1	109792641	109818372	CELSR2	25731
1	104000000	114900000	1	109852192	109940573	SORT1	88381
1	104000000	114900000	1	109941653	109969062	PSMA5	27409
1	104000000	114900000	1	110009180	110024759	SYPL2	15579
1	104000000	114900000	1	110026101	110035426	ATXN7L2	9325
1	104000000	114900000	1	110046797	110052360	AMIGO1	5563
1	104000000	114900000	1	110082494	110091028	GPR61	8534
1	104000000	114900000	1	110145889	110155679	GNAT2	9790
1	104000000	114900000	1	110158726	110174673	AMPD2	15947
1	104000000	114900000	1	110198703	110208118	GSTM4	9415
1	104000000	114900000	1	110254864	110318050	GSTM5	63186
1	104000000	114900000	1	110276554	110284384	GSTM3	7830
1	104000000	114900000	1	110292702	110306649	EPS8L3	13947
1	104000000	114900000	1	110452864	110473614	CSF1	20750
1	104000000	114900000	1	110527308	110566357	AHCYL1	39049
1	104000000	114900000	1	110574199	110617263	STRIP1	43064
1	104000000	114900000	1	110602616	110613322	ALX3	10706
1	104000000	114900000	1	110693108	110744824	SLC6A17	51716
1	104000000	114900000	1	110905470	110933704	SLC16A4	28234
1	104000000	114900000	1	111214310	111217655	KCNA3	3345
1	104000000	114900000	1	111415775	111442550	CD53	26775
1	104000000	114900000	1	111489807	111506701	LRIF1	16894
1	104000000	114900000	1	111682249	111727724	CEPT1	45475
1	104000000	114900000	1	111729796	111747157	DENND2D	17361
1	104000000	114900000	1	111743393	111786062	CHI3L2	42669
1	104000000	114900000	1	111833484	111863188	CHIA	29704
1	104000000	114900000	1	111956936	111970399	OVGP1	13463
1	104000000	114900000	1	111982512	111991998	WDR77	9486
1	104000000	114900000	1	111991486	112005395	ATP5F1	13909
1	104000000	114900000	1	112016414	112021134	C1orf162	4720
1	104000000	114900000	1	112223252	112298446	FAM212B	75194
1	104000000	114900000	1	113009163	113072787	WNT2B	63624
1	104000000	114900000	1	113161795	113214241	CAPZA1	52446
1	104000000	114900000	1	113215763	113243368	MOV10	27605
1	104000000	114900000	1	113454469	113499635	SLC16A1	45166
1	104000000	114900000	1	114304454	114355098	RSBN1	50644
1	104000000	114900000	1	114356433	114414381	PTPN22	57948
1	104000000	114900000	1	114437370	114447823	AP4B1	10453
1	104000000	114900000	1	114471814	114520426	HIPK1	48612
1	104000000	114900000	1	114522063	114524876	OLFML3	2813
1	104000000	114900000	1	104068313	104097861	RNPC3	29548
1	104000000	114900000	1	104197912	104207173	AMY1A	9261
1	104000000	114900000	1	108113782	108507766	VAV3	393984
1	104000000	114900000	1	108918421	109013624	NBPF6	95203
